Unnamed: 0,content,score,appVersion,content_process,result,sentiment,proba,inferred_topic,inferred_probability
4585,Mantap,5,1.2.2,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.5999369
4586,"Gila ini aplikasi gak nyaman banget, harus sering update, Giliran dibutuhkan harus update lagi buat sistem yg bagus dong",2,1.2.2,gila aplikasi gak nyaman banget update gilir butuh update sistem yg bagus,"[{'label': 'negative', 'score': 0.9986357092857361}]",negative,0.998635709285736,Mixed Feedback and Technical Issues,0.36617196
4587,Klo buat trasfer lama sekali kebukanya,2,1.2.2,klo trasfer buka,"[{'label': 'negative', 'score': 0.996258020401001}]",negative,0.996258020401001,Questions and Engagement,0.73056126
4588,"Dari siang M-banking nya eror nih, parah banget",1,1.2.2,siang banking nya eror nih parah banget,"[{'label': 'negative', 'score': 0.9988382458686829}]",negative,0.9988382458686828,App Features,0.3885738
4589,D bank pro ga jelas. Mau transfer aja lelet,1,1.2.2,bank pro ga transfer aja lelet,"[{'label': 'negative', 'score': 0.9994516968727112}]",negative,0.9994516968727112,User Experience,0.46895978
4590,Aplikasi kantro susah dibuka,1,1.2.2,aplikasi kantro susah buka,"[{'label': 'negative', 'score': 0.9959108829498291}]",negative,0.9959108829498292,User Experience,0.7281047
4591,"makin ga jelas aja, eror terus",2,1.2.2,ga aja eror,"[{'label': 'negative', 'score': 0.99949049949646}]",negative,0.99949049949646,User Experience,0.79537904
4592,Aplikasi nya lelet gw mau cek saldo aja loading nya setaun! Mau log out ga bisa2! Malah bagus apk yang lama! Padahal gw pake WiFi masih aja lelet ni aplikasi!,1,1.2.2,aplikasi nya lelet gw cek saldo aja loading nya taun log out ga bagus apk gw pake wifi aja lelet ni aplikasi,"[{'label': 'negative', 'score': 0.998916745185852}]",negative,0.998916745185852,User Experience,0.45030937
4593,Lemot apl nya,2,1.2.2,lot apl nya,"[{'label': 'negative', 'score': 0.9993625283241272}]",negative,0.9993625283241272,User Experience,0.5206982
4594,System Temporary Unavailable!! Mau sampai kapan kaya gini terus?,1,1.2.2,system temporary unavailable kaya gin,"[{'label': 'negative', 'score': 0.9703397154808044}]",negative,0.9703397154808044,Mixed Feedback and Technical Issues,0.79726005
4595,"Mantap,tapi aplikasi sering gangguan tf ny lambat",5,1.2.2,mantap aplikasi ganggu tf ny lambat,"[{'label': 'negative', 'score': 0.9347729086875916}]",negative,0.9347729086875916,Questions and Engagement,0.415366
4596,Aplikasi lelet,1,1.2.2,aplikasi lelet,"[{'label': 'negative', 'score': 0.9980255365371704}]",negative,0.9980255365371704,User Experience,0.59941983
4597,Tidak bisa digunakna untuk transaksi dr pkl 18:00 sampai sekarang ....,1,1.2.2,digunakna transaksi dr pkl,"[{'label': 'neutral', 'score': 0.9171675443649292}]",neutral,0.9171675443649292,User Experience,0.73069394
4598,Bagud,5,1.2.2,bagud,"[{'label': 'positive', 'score': 0.9627684354782104}]",positive,0.9627684354782104,User Experience,0.2
4599,Website LEMOT Aplikasi LEMOT ATM JARANG Sungguh sangat sangat sangat dan sangat sulit di jangkau nih danamon. 😩,1,1.2.2,website lot aplikasi lot atm jarang sungguh sulit jangkau nih danamon,"[{'label': 'negative', 'score': 0.9977331161499023}]",negative,0.9977331161499025,Mixed Feedback and Technical Issues,0.90952444
4600,Aplikasinya terlalu berat gak seperti yg dulu. Knp sudah pro tapi makin ketinggalan aplikasi mobile kompetitor. Harus ditingkatkan lg atau kembalikan ke aplikasi yg lama.,3,,aplikasi berat gak yg knp pro tinggal aplikasi mobile kompetitor tingkat lg kembali aplikasi yg,"[{'label': 'negative', 'score': 0.9910757541656494}]",negative,0.9910757541656494,App Features,0.5250086
4601,"Pertama kali Download si baik2 aja, normal,dan Lancar, tapi makin kesini makin ga enak aplikasinya di pake, sering terjadi eror,dan sering los Koneksi, padahal jaringan Bagus, jadi nyesel aku Pake Aplikasi ini, percuma ada aplikasi kalo digunakan aja susah Banget,tidak membuat nyaman pengguna.",1,1.2.2,kali download si aja normal lancar kesini ga enak aplikasi pake eror los koneksi jaring bagus nyesel pake aplikasi aplikasi kalo aja susah banget nyaman guna,"[{'label': 'negative', 'score': 0.9994751811027527}]",negative,0.9994751811027528,User Experience,0.41732463
4602,"Abis di update malah gabisa transfer.. tulisan eror mulu, gmna si",3,1.2.2,abis update gabisa transfer tulis eror mulu gmna si,"[{'label': 'negative', 'score': 0.9966009855270386}]",negative,0.9966009855270386,User Experience,0.50123334
4603,👍👍,5,1.2.2,,"[{'label': 'positive', 'score': 0.7525887489318848}]",positive,0.7525887489318848,User Experience,0.2
4604,Ok,5,1.2.2,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4605,Setelah di update gangguan terus sangat tidak nyaman menggunakan m banking danamon di zaman yang serba online danamon justru tidak bisa memberikan layanan yang baik,1,1.2.2,update ganggu nyaman banking danamon zaman serba online danamon layan,"[{'label': 'negative', 'score': 0.9990621209144592}]",negative,0.9990621209144592,Questions and Engagement,0.908348
4606,Ajur Aplikasine.... lemot koyo keong😁,1,1.2.2,ajur aplikasine lot koyo keong,"[{'label': 'negative', 'score': 0.7466592788696289}]",negative,0.7466592788696289,Mixed Feedback and Technical Issues,0.59868866
4607,Oke,5,1.2.2,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
4608,Ini aplikasi dari simple jadi ribet kaya gini... jadi males pake fiturnya juga,1,1.2.2,aplikasi simple ribet kaya gin males pake fiturnya,"[{'label': 'negative', 'score': 0.9987632036209106}]",negative,0.9987632036209106,Opinion on Banking App,0.6953748
4609,"Tulisan doank ""PRO"" aplikasinya lemot, tolong di perbaiki ya mending bagusan versi yg dulu",1,,tulis doank pro aplikasi lot tolong baik ya mending bagus versi yg,"[{'label': 'negative', 'score': 0.9971408843994141}]",negative,0.997140884399414,Opinion on Banking App,0.38634786
4610,"Loading paling lelet..tiap ngeklik loading...aplikasinya jelek bgt, masih cepet yg lama..suka error jg",1,1.2.2,loading lelet ngeklik loading aplikasi jelek bgt cepet yg suka error jg,"[{'label': 'negative', 'score': 0.9994613528251648}]",negative,0.9994613528251648,Questions and Engagement,0.47039768
4611,Perbaikilah sistem nya. Untuk transfer aja susah dan tidak bisa,1,1.2.2,baik sistem nya transfer aja susah,"[{'label': 'negative', 'score': 0.9769077301025391}]",negative,0.9769077301025392,User Experience,0.62850106
4612,Lambat dan lalot,1,1.2.2,lambat lalot,"[{'label': 'negative', 'score': 0.9936777949333191}]",negative,0.9936777949333192,Questions and Engagement,0.59864324
4613,Loading lama. Enakan aplikasi yang dulu,1,1.2.2,loading enak aplikasi,"[{'label': 'negative', 'score': 0.9980440139770508}]",negative,0.9980440139770508,User Experience,0.7309993
4614,Kenapa aplikasinya lebih lambat dri yg app dulunya. Biar mau liat saldo aja lalodnya minta ampun. Padahal jaringannya udah pake wifi itupun diulang berkali2 dihari lain juga tetap lalod,1,1.2.2,aplikasi lambat dri yg app dulunya biar liat saldo aja lalodnya ampun jaring udah pake wifi itu ulang kali hari lalod,"[{'label': 'negative', 'score': 0.998866081237793}]",negative,0.998866081237793,Questions and Engagement,0.41644022
4615,"Tolong lebih baik lagi, karena super lemot, dan banyak errornya",3,1.2.2,tolong super lot errornya,"[{'label': 'negative', 'score': 0.9986003041267395}]",negative,0.9986003041267396,User Experience,0.48559234
4616,Payah banyak kendala mau transfer saja susah banget,1,1.2.2,payah kendala transfer susah banget,"[{'label': 'negative', 'score': 0.9991775155067444}]",negative,0.9991775155067444,User Experience,0.8647535
4617,Lemot buanget.. Sampai ga bisa diakses.. Padahal pakai IndiHome cek youtube lancar buka pubg lancar langsung tes lagi mau transfer tetep ga bisa.. Apanya ini??,1,1.2.2,lot buanget ga akses pakai indihome cek youtube lancar buka pubg lancar langsung tes transfer tetep ga apa,"[{'label': 'negative', 'score': 0.96772700548172}]",negative,0.96772700548172,User Experience,0.6091735
4618,Sangat lambat sekali buat transaksi,1,,lambat transaksi,"[{'label': 'negative', 'score': 0.9989472031593323}]",negative,0.9989472031593324,Questions and Engagement,0.72389877
4619,Ok,5,1.2.2,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4620,Ngk bisa transef kayak tai,1,1.2.2,ngk transef kayak tai,"[{'label': 'neutral', 'score': 0.9941062927246094}]",neutral,0.9941062927246094,User Experience,0.40333837
4621,Transaksi terhalang karna sering gangguan,2,1.2.2,transaksi halang karna ganggu,"[{'label': 'negative', 'score': 0.9967796206474304}]",negative,0.9967796206474304,App Features,0.535315
4622,lelet,1,1.2.2,lelet,"[{'label': 'negative', 'score': 0.9984661340713501}]",negative,0.99846613407135,User Experience,0.59942067
4623,Lemmotttttttt,1,1.2.2,lemmotttttttt,"[{'label': 'negative', 'score': 0.9991751313209534}]",negative,0.9991751313209534,User Experience,0.2
4624,Sangat membantu,5,1.2.2,bantu,"[{'label': 'positive', 'score': 0.9959172606468201}]",positive,0.99591726064682,User Experience,0.5996151
4625,"Makin lelet aja sekarang beda dgn aplikasi yg dulu.. Nunggu bbrp menit saldo ttep gk kluar, kecewa klu begini",3,1.2.2,lelet aja beda dgn aplikasi yg nunggu bbrp menit saldo ttep gk kluar kecewa klu,"[{'label': 'negative', 'score': 0.999298095703125}]",negative,0.999298095703125,User Experience,0.40061152
4626,ok,5,,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4627,Kok gak bisa di akses,3,1.2.2,gak akses,"[{'label': 'negative', 'score': 0.9973182082176208}]",negative,0.9973182082176208,Opinion on Banking App,0.7303899
4628,Kepada yak kok gk bisa masuk hari ini?,3,1.2.2,yak gk masuk,"[{'label': 'negative', 'score': 0.9520016312599182}]",negative,0.9520016312599182,Opinion on Banking App,0.72973675
4629,Sering putus jaringan tolong lah diperbaiki,1,1.2.2,putus jaring tolong baik,"[{'label': 'negative', 'score': 0.6000065803527832}]",negative,0.6000065803527832,App Features,0.8378212
4630,Aplikasi nya lemot... mending yg lama.. gak kayak punya bank lainya.. mohon di perbaiki..,2,1.2.2,aplikasi nya lot mending yg gak kayak bank lai mohon baik,"[{'label': 'negative', 'score': 0.9777291417121887}]",negative,0.9777291417121888,Questions and Engagement,0.5865716
4631,Good,5,1.1.6,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264,Opinion on Banking App,0.5999354
4632,Kenapa pas di-update malah gak BS transfer SM cek saldo koneksi ulang Mulu dr td padahal internet jalan trs,1,,pas update gak bs transfer sm cek saldo koneksi ulang mulu dr td internet jalan trs,"[{'label': 'negative', 'score': 0.9634149074554443}]",negative,0.9634149074554444,User Experience,0.46331954
4633,Gimana ni dari tadi cek saldo ga bisa transfer ga bisa muter2 doang lola,2,1.2.2,gimana ni cek saldo ga transfer ga muter doang lola,"[{'label': 'negative', 'score': 0.8052515387535095}]",negative,0.8052515387535095,Opinion on Banking App,0.3989717
4634,Sukses selalu,5,1.2.2,sukses,"[{'label': 'positive', 'score': 0.9991117119789124}]",positive,0.9991117119789124,Questions and Engagement,0.5985907
4635,Sering gangguan,5,1.2.2,ganggu,"[{'label': 'negative', 'score': 0.5852819681167603}]",negative,0.5852819681167603,Mixed Feedback and Technical Issues,0.5967339
4636,"Knp sama app ini baru pembaruan login sekali bisa cek saldo agak lama, , setelah itu kembali lagi error pas masukan pasword lagi malah id terkunci",1,1.2.2,knp app baru login cek saldo error pas masuk pasword id kunci,"[{'label': 'negative', 'score': 0.9364928007125854}]",negative,0.9364928007125854,Opinion on Banking App,0.7668559
4637,"Lemot bngt, pdahal sdah pakai wifi",1,1.2.2,lot bngt pdahal sdah pakai wifi,"[{'label': 'negative', 'score': 0.9928556680679321}]",negative,0.992855668067932,Opinion on Banking App,0.45385018
4638,Aplikasi terbaru tapi erorr terusss,1,1.2.2,aplikasi baru erorr terusss,"[{'label': 'negative', 'score': 0.9988161325454712}]",negative,0.9988161325454712,Opinion on Banking App,0.72652364
4639,"Kok lodingnya lama,seribg eror",3,,lodingnya seribg eror,"[{'label': 'negative', 'score': 0.9993293285369873}]",negative,0.9993293285369872,Mixed Feedback and Technical Issues,0.43924674
4640,Lemot. Coba tingkatin kualitasnya,1,1.2.2,lot coba tingkatin kualitas,"[{'label': 'negative', 'score': 0.9892695546150208}]",negative,0.9892695546150208,Mixed Feedback and Technical Issues,0.7984721
4641,"Sangat buruk, terlalu sering gangguan, sangat tidak memuaskan",1,1.2.2,buruk ganggu muas,"[{'label': 'negative', 'score': 0.9994757771492004}]",negative,0.9994757771492004,Mixed Feedback and Technical Issues,0.6015291
4642,aplikasi oon udah update minta update lagi apa yang mau di updat mau tf juga lama,1,1.2.2,aplikasi oon udah update update updat tf,"[{'label': 'negative', 'score': 0.945247232913971}]",negative,0.945247232913971,Mixed Feedback and Technical Issues,0.6496619
4643,Tiba2 fitur touch id hilang dan sudah input password manual tp ga bisa. 😑,2,,fitur touch id hilang input password manual tp ga,"[{'label': 'neutral', 'score': 0.9975816011428833}]",neutral,0.9975816011428832,App Features,0.9084736
4644,"Masih banyak bug diaplikasi ini, jaringan seluler harus benar2 bagus untuk bisa membuka aplikasi ini, semoga bisa jadi perhatian..jangan sampai kalah cepat sama ATM..tq",2,1.2.2,bug aplikasi jaring seluler bagus buka aplikasi moga perhati kalah cepat atm tq,"[{'label': 'negative', 'score': 0.9333081245422363}]",negative,0.9333081245422364,User Experience,0.5681317
4645,Pelayanan makin buruk ajaa. Login gabisa2 aplikasi gajelas,1,1.2.2,layan buruk ajaa login gabisa aplikasi gajelas,"[{'label': 'negative', 'score': 0.9994750618934631}]",negative,0.9994750618934632,Opinion on Banking App,0.86329955
4646,Harus update dulu ya kalo mau transfer,1,1.2.2,update ya kalo transfer,"[{'label': 'neutral', 'score': 0.9792075753211975}]",neutral,0.9792075753211976,Questions and Engagement,0.6067433
4647,"Lambat kali lah maintenance nya,,, kurang sigap,,, begini sebagai nasabah kecewa dong,,,, hadeehhhhhhh",1,,lambat kali maintenance nya sigap nasabah kecewa hadeehhhhhhh,"[{'label': 'negative', 'score': 0.9991944432258606}]",negative,0.9991944432258606,Questions and Engagement,0.74700135
4648,"Banyak masalahnya..udah updet , malah pemberitahuan updet lagi, tolong lah di benarin lagi , susah buat transaksi",1,1.2.2,udah updet pemberitahuan updet tolong benarin susah transaksi,"[{'label': 'negative', 'score': 0.9981704950332642}]",negative,0.9981704950332642,Mixed Feedback and Technical Issues,0.89724934
4649,"aplikasinya lemot & lama , malah lebih cepat & mudah apk lama ..mohon perbaiki",1,1.2.2,aplikasi lot cepat mudah apk mohon baik,"[{'label': 'negative', 'score': 0.9960263967514038}]",negative,0.9960263967514038,Opinion on Banking App,0.4779515
4650,kurang nyaman pake aplikasi ini sering gangguan,1,1.2.1,nyaman pake aplikasi ganggu,"[{'label': 'negative', 'score': 0.9986640214920044}]",negative,0.9986640214920044,Mixed Feedback and Technical Issues,0.43355384
4651,Aplikasinya semakim lama semakin tidak bagus.tidak bisa untuk transfer,1,1.2.2,aplikasi semakim bagus transfer,"[{'label': 'negative', 'score': 0.9992000460624695}]",negative,0.9992000460624696,User Experience,0.7319811
4652,"Aplikasi baru tapi lemot, lancar yg aplikasi sebelumnya. Mohon diperbaiki. Terima kasih",1,1.2.2,aplikasi lot lancar yg aplikasi mohon baik terima kasih,"[{'label': 'neutral', 'score': 0.9388105273246765}]",neutral,0.9388105273246764,Opinion on Banking App,0.662447
4653,Ok,5,1.2.2,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4654,Setiap tanggal gajian selalu lemot dan tidak bisa melakukan transaksi...parah,1,1.2.2,tanggal gaji lot transaksi parah,"[{'label': 'negative', 'score': 0.9878831505775452}]",negative,0.9878831505775452,Mixed Feedback and Technical Issues,0.70302904
4655,Kurang nyaman keseringan harus install versi baru apalagi klu pas buru buru kadang sampai salah masukan angka notifikasi,1,1.2.2,nyaman sering install versi klu pas buru buru kadang salah masuk angka notifikasi,"[{'label': 'negative', 'score': 0.9984813332557678}]",negative,0.9984813332557678,Questions and Engagement,0.3733614
4656,Ok,5,1.2.2,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4657,"Lebih simple aplikasinya yg lama,.Ini ribet,.mau cek saldo saja sering muncul tampilan error,.",2,1.2.2,simple aplikasi yg ribet cek saldo muncul tampil error,"[{'label': 'negative', 'score': 0.9975327253341675}]",negative,0.9975327253341676,Mixed Feedback and Technical Issues,0.9094116
4658,Kenala tgl 25 januari 2022 cek saldo eror,2,1.2.2,nala tgl januari cek saldo eror,"[{'label': 'neutral', 'score': 0.7263275384902954}]",neutral,0.7263275384902954,Opinion on Banking App,0.8626857
4659,"Inikan sdh versi terbaru saya install,tapi kok diarahkan perbarui...gagal mbanking",1,1.2.2,ini sdh versi baru install arah baru gagal mbanking,"[{'label': 'negative', 'score': 0.9481967091560364}]",negative,0.9481967091560364,Questions and Engagement,0.61546993
4660,Kenapa harus di update terus sih,1,1.2.2,update sih,"[{'label': 'negative', 'score': 0.9984691739082336}]",negative,0.9984691739082336,Mixed Feedback and Technical Issues,0.7304103
4661,Disuruh update terus padahal buka playstore tidak ada yang perlu diupdate.. mau cek rekening koran & transfer susah sekali.,1,1.2.2,suruh update buka playstore diupdate cek rekening koran transfer susah,"[{'label': 'neutral', 'score': 0.6947731971740723}]",neutral,0.6947731971740723,Mixed Feedback and Technical Issues,0.41715705
4662,"Mohon utk danamon klo lg perbaikan system jgn lama2 nasabah sangat terganggu, dan tdk bisa bertransaksi",3,,mohon utk danamon klo lg baik system jgn nasabah ganggu tdk transaksi,"[{'label': 'negative', 'score': 0.9880792498588562}]",negative,0.9880792498588562,Mixed Feedback and Technical Issues,0.5474291
4663,"Gabisa di pake, loading nya lama bgt ending nya gabisa. Jelek ah parah",1,1.2.2,gabisa pake loading nya bgt ending nya gabisa jelek ah parah,"[{'label': 'negative', 'score': 0.9992563128471375}]",negative,0.9992563128471376,Questions and Engagement,0.49510205
4664,Lemot setiat tgl 25 ....gk bisa di gunakan payah,1,1.2.2,lot setiat tgl gk payah,"[{'label': 'negative', 'score': 0.9980021119117737}]",negative,0.9980021119117736,Mixed Feedback and Technical Issues,0.4546021
4665,Bagus dan keren,4,1.2.2,bagus keren,"[{'label': 'positive', 'score': 0.9984309077262878}]",positive,0.9984309077262878,User Experience,0.40613237
4666,Aplikasi tidak suport tolong diperbaiki kedepannya terimakasih.,1,1.2.2,aplikasi suport tolong baik depan terimakasih,"[{'label': 'neutral', 'score': 0.9407274723052979}]",neutral,0.940727472305298,Opinion on Banking App,0.58867145
4667,Jd lemot,1,1.2.2,jd lot,"[{'label': 'negative', 'score': 0.9985625147819519}]",negative,0.998562514781952,User Experience,0.41783044
4668,Mantap lo,5,1.2.1,mantap lo,"[{'label': 'positive', 'score': 0.9992220401763916}]",positive,0.9992220401763916,Questions and Engagement,0.40156993
4669,"Asli aplikasinya tidak berbobot bangen sekelas danamon,, mau pake wifi, telkomsel, indosat, dll, ttp mau cek saldo pun loadingnya lama, mau tf pun masih juga lama, malahan error sistem tiap hari begitu teruss, gimana mau di beri ratting bagus kalo. Fasilitsanyabegini. TOLONH SEGERA PERBAIKI DONG.",1,,asli aplikasi bobot bangen kelas danamon pake wifi telkomsel indosat dll ttp cek saldo loadingnya tf error sistem teruss gimana ratting bagus kalo fasilitsanyabegini tolonh baik,"[{'label': 'negative', 'score': 0.9992759823799133}]",negative,0.9992759823799132,Opinion on Banking App,0.39859435
4670,"Knp setelah update, aq gak bs melakukan transaksi? Lemot banget.......",2,1.2.2,knp update aq gak bs transaksi lot banget,"[{'label': 'negative', 'score': 0.9989035129547119}]",negative,0.998903512954712,Questions and Engagement,0.63569534
4671,Kenapa susah untuk tranfer?,1,1.2.2,susah tranfer,"[{'label': 'negative', 'score': 0.9976600408554077}]",negative,0.9976600408554076,User Experience,0.73140925
4672,Bermasalah trs,1,,masalah trs,"[{'label': 'negative', 'score': 0.999004065990448}]",negative,0.999004065990448,App Features,0.73085487
4673,"Aplikasi Abal Abal , mau cek saldo aja gak bisa apalagi mau transfer bikin qplikasi yang memudahkan jgn mempersulit",1,1.2.2,aplikasi abal abal cek saldo aja gak transfer bikin qplikasi mudah jgn sulit,"[{'label': 'negative', 'score': 0.957233190536499}]",negative,0.957233190536499,Opinion on Banking App,0.634699
4674,Suka lemot,1,1.2.2,suka lot,"[{'label': 'negative', 'score': 0.9974387884140015}]",negative,0.9974387884140016,Mixed Feedback and Technical Issues,0.7327128
4675,Bagus,5,,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.5995833
4676,Parah app nya. Kebanyakan loadingnya. Cek saldo aja 1 menit lebih.,2,1.2.2,parah app nya banyak loadingnya cek saldo aja menit,"[{'label': 'negative', 'score': 0.9978476762771606}]",negative,0.9978476762771606,Opinion on Banking App,0.6027761
4677,Ok,5,1.2.2,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4678,"aplikasi baru tidak bagus, banyak gangguan..",1,1.1.8,aplikasi bagus ganggu,"[{'label': 'negative', 'score': 0.9993482232093811}]",negative,0.9993482232093812,User Experience,0.4658401
4679,Update mulu..tp error terus...btw apa nya sih yg di update aneh gue...,1,1.2.2,update mulu tp error btw nya sih yg update aneh gue,"[{'label': 'negative', 'score': 0.9976769089698792}]",negative,0.9976769089698792,Mixed Feedback and Technical Issues,0.5125661
4680,tolong kembalikan aplikasi yg lama😭,1,1.2.2,tolong kembali aplikasi yg,"[{'label': 'neutral', 'score': 0.9979754090309143}]",neutral,0.9979754090309144,App Features,0.79587454
4681,Update mulu anjirrr bikin kesel,1,1.2.1,update mulu anjirrr bikin kesel,"[{'label': 'negative', 'score': 0.9988846182823181}]",negative,0.998884618282318,App Features,0.5090979
4682,"Ini bagaimana sih aplikasih nya,mau transaksi minta update,tapi pilihan update tidak ada malah uninstall",1,1.2.2,sih aplikasih nya transaksi update pilih update uninstall,"[{'label': 'negative', 'score': 0.9967783093452454}]",negative,0.9967783093452454,Mixed Feedback and Technical Issues,0.56766135
4683,Memudahkan nasabah,5,1.2.2,mudah nasabah,"[{'label': 'positive', 'score': 0.9992402791976929}]",positive,0.9992402791976928,User Experience,0.7284706
4684,Saya puas,5,1.2.2,puas,"[{'label': 'positive', 'score': 0.9970794916152954}]",positive,0.9970794916152954,Mixed Feedback and Technical Issues,0.59996665
4685,"kaga banget pake bank ini, apk ribet transaksi gagal mulu",1,1.2.2,kaga banget pake bank apk ribet transaksi gagal mulu,"[{'label': 'negative', 'score': 0.9837368130683899}]",negative,0.98373681306839,Mixed Feedback and Technical Issues,0.67553043
4686,Sipzz,5,1.2.2,sipzz,"[{'label': 'negative', 'score': 0.9983265995979309}]",negative,0.9983265995979308,User Experience,0.2
4687,Siip,5,1.2.2,siip,"[{'label': 'negative', 'score': 0.8946139216423035}]",negative,0.8946139216423035,User Experience,0.2
4688,Kebanyakan update,5,1.2.2,banyak update,"[{'label': 'negative', 'score': 0.9976152181625366}]",negative,0.9976152181625366,Opinion on Banking App,0.5315439
4689,Mantap,5,1.2.2,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.59993684
4690,Susah transfer lelet juga,2,1.2.2,susah transfer lelet,"[{'label': 'negative', 'score': 0.9977056384086609}]",negative,0.9977056384086608,User Experience,0.79841
4691,Oke,5,1.2.2,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
4692,"Lebih praktis tapi ngga lebih cepet dari sebelumnya, sering loading gini sih min 🥲",4,1.2.2,praktis ngga cepet loading gin sih min,"[{'label': 'negative', 'score': 0.9966212511062622}]",negative,0.9966212511062622,Questions and Engagement,0.3831445
4693,Ok,5,1.2.1,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999489
4694,Parah gangguan Mulu,1,1.2.2,parah ganggu mulu,"[{'label': 'negative', 'score': 0.9989823698997498}]",negative,0.9989823698997498,Mixed Feedback and Technical Issues,0.79586
4695,Bagussss,5,1.2.2,bagussss,"[{'label': 'positive', 'score': 0.9982233643531799}]",positive,0.99822336435318,User Experience,0.2
4696,Sering keblokir mbanking saya..pas mau masuk loading lama..coba lagi..lama lagi..berkali2 sampai keblokir karena mslh loading buat masuk akunnya,1,,blokir mbanking pas masuk loading coba kali blokir mslh loading masuk akun,"[{'label': 'negative', 'score': 0.9985402822494507}]",negative,0.9985402822494508,User Experience,0.57195014
4697,Bagus,5,,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.5995753
4698,"Lagi dan lagi danamon gguan,,, Disaat lagi butuh butuhnya mendesak dipke tranfer Z gk bisa Mungkin besok bklan jdi kututup rekening dn kutarik semua tabungan,, Dn pastinya relasi dn keluarga besar akan melakukan hal sama klau sistem masih gk secepatnya di perbaiki.",1,1.2.2,danamon gguan saat butuh butuh desak dipke tranfer gk besok bklan jdi tutup rekening dn tarik tabung dn pasti relasi dn keluarga klau sistem gk cepat baik,"[{'label': 'negative', 'score': 0.7533771395683289}]",negative,0.7533771395683289,App Features,0.72562194
4699,"Apa-apan Aplikasi ini.makin lama makin ngak jelas. 1. Sudah masuk di aplikasi, tiba2 kode Geometrik di blokir tanpa sebab. 2. Melakukan transaksi bisa, tapi melihat saldo ngak bisa.",1,1.2.2,apan aplikasi ngak masuk aplikasi kode geometrik blokir transaksi saldo ngak,"[{'label': 'negative', 'score': 0.99664705991745}]",negative,0.99664705991745,App Features,0.8972835
4700,mantap,5,1.2.2,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.59993684
4701,Kenapa aplikasi saya gagal?,3,1.2.2,aplikasi gagal,"[{'label': 'negative', 'score': 0.9981303811073303}]",negative,0.9981303811073304,App Features,0.59092486
4702,"Tolong ya pihak danamon ini segera atasi masalah teknis ini, dari pagi saya mau tranfer uang gk bisa bisa, sya sebagai nasabah danamon sangat sangat kecewa.",1,1.2.2,tolong ya danamon atas teknis pagi tranfer uang gk sya nasabah danamon kecewa,"[{'label': 'negative', 'score': 0.9991483688354492}]",negative,0.9991483688354492,Questions and Engagement,0.57603735
4703,Bangke . Gangguan mulu,2,,bangke ganggu mulu,"[{'label': 'negative', 'score': 0.9990739822387695}]",negative,0.9990739822387696,Mixed Feedback and Technical Issues,0.7310879
4704,Oke,5,1.2.2,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
4705,Mantap,5,1.2.2,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.5999369
4706,Aplikasi yg sangat lemot dikit2 update enakan aplikasi yg dlu nga ribet seperti skrg,1,1.2.2,aplikasi yg lot dikit update enak aplikasi yg dlu nga ribet skrg,"[{'label': 'negative', 'score': 0.987381637096405}]",negative,0.987381637096405,Mixed Feedback and Technical Issues,0.41487667
4707,"Banyak gangguan mbakinng danamonya,semoga danamon menjadi lebih baik lagi",3,1.2.2,ganggu mbakinng danamonya moga danamon,"[{'label': 'positive', 'score': 0.7311038374900818}]",positive,0.7311038374900818,Mixed Feedback and Technical Issues,0.797251
4708,Apknya lemot banget pas mau masuk. Lodingnya lama parah,1,1.2.2,apknya lot banget pas masuk lodingnya parah,"[{'label': 'negative', 'score': 0.9995297193527222}]",negative,0.9995297193527222,Mixed Feedback and Technical Issues,0.8975534
